1.23更新,#genre#
QuranHD,http://137.175.36.206/bc.php?playurl=http://137.175.36.206:8188/quran_mido/playlist.m3u8
DramaSangat,http://137.175.36.206/bc.php?playurl=http://137.175.36.206:8188/Dsangat/playlist.m3u8
Citra,http://137.175.36.206/bc.php?playurl=http://137.175.36.206:8188/Citra/playlist.m3u8
RTMSportsHD,http://137.175.36.206/bc.php?playurl=http://137.175.36.206:8188/Rtmsport/playlist.m3u8
Bernama,http://137.175.36.206/bc.php?playurl=http://137.175.36.206:8188/Bernama/playlist.m3u8
Awani,http://137.175.36.206/bc.php?playurl=http://137.175.36.206:8188/Awani/playlist.m3u8
TV8,http://137.175.36.206/bc.php?playurl=http://137.175.36.206:8188/TV8/playlist.m3u8
Channel_News_Asia,http://137.175.36.206/bc.php?playurl=http://137.175.36.206:8188/cna/playlist.m3u8
東森財經新聞1,http://137.175.36.206/bc.php?playurl=http://137.175.36.206:8188/ettvcaijing_twn/playlist.m3u8
HBOSIGNATURE,http://137.175.36.206/bc.php?playurl=http://137.175.36.206:8188/hbosignature_twn/playlist.m3u8
博斯無限,http://137.175.36.206/bc.php?playurl=http://137.175.36.206:8188/bosiunlimited_twn/playlist.m3u8
Lifestyle&Fashion,http://137.175.36.206/bc.php?playurl=http://137.175.36.206:8188/Lifestyle/playlist.m3u8
テレビ東京1,http://137.175.36.206/bc.php?playurl=http://137.175.36.206:8188/tokyotv_japan/playlist.m3u8
東森財經新聞,http://137.175.36.206/bc.php?playurl=http://137.175.36.206:8188/ettvcaijing_twn/playlist.m3u8
ASTRO Ria(a) my2,http://137.175.36.206:8488/test163/123456/13636
ASTRO Ria(b) my2,http://137.175.36.206:8488/test163/123456/13635
ASTRO RIA(c) my2,http://137.175.36.206:8488/test163/123456/13634
Ria(d)ASTRO my2,http://137.175.36.206:8488/test163/123456/13633
ASTRO Prima (a)  my2,http://137.175.36.206:8488/test163/123456/13632
Astro prima(B) my2,http://137.175.36.206:8488/test163/123456/13631
Astro prima(C) my2,http://137.175.36.206:8488/test163/123456/13630
WARNA(a) my2,http://137.175.36.206:8488/test163/123456/13629
WARNA(b) my2,http://137.175.36.206:8488/test163/123456/13628
ASTRO Warna(c) my2,http://137.175.36.206:8488/test163/123456/13627
Warna(d) my2,http://137.175.36.206:8488/test163/123456/13626
Warna(e) my2,http://137.175.36.206:8488/test163/123456/13625
Warna(f) my2,http://137.175.36.206:8488/test163/123456/13624
ASTRO Oasis (a) my2,http://137.175.36.206:8488/test163/123456/13623
ASTRO Ceria HD Reparing my2,http://137.175.36.206:8488/test163/123456/13622
ASTRO Rania HD my2,http://137.175.36.206:8488/test163/123456/13621
ASTRO Citra (B) my2,http://137.175.36.206:8488/test163/123456/13610
ASTRO Aura HD Malaysia my2,http://137.175.36.206:8488/test163/123456/13609
MY: ASTRO GO Shop Gaaya my2,http://137.175.36.206:8488/test163/123456/13608
My-Astro Box Office Movies my2,http://137.175.36.206:8488/test163/123456/13607
MY-Astro Go Shop China my2,http://137.175.36.206:8488/test163/123456/13606
ASTRO Tutor TV PT3 my2,http://137.175.36.206:8488/test163/123456/13605
ASTRO Tutor TV UPSR my2,http://137.175.36.206:8488/test163/123456/13604
ASTRO Tutor TV SPM my2,http://137.175.36.206:8488/test163/123456/13603
tvN Movies my2,http://137.175.36.206:8488/test163/123456/13602
tvN HD my2,http://137.175.36.206:8488/test163/123456/13601
KBS World HD my2,http://137.175.36.206:8488/test163/123456/13600
One HD  my2,http://137.175.36.206:8488/test163/123456/13599
ASTRO Quan Jia HD my2,http://137.175.36.206:8488/test163/123456/13598
AEC ASTRO(a) my2 tou,http://137.175.36.206:8488/test163/123456/13597
ASTRO iQIYI HD my2,http://137.175.36.206:8488/test163/123456/13596
ASTRO Hua Hee Dai HD my2,http://137.175.36.206:8488/test163/123456/13595
ASTRO Shuang Xing HD双星  my2,http://137.175.36.206:8488/test163/123456/13594
双星 Shuang Xing(b)Astro my2,http://137.175.36.206:8488/test163/123456/13593
ASTRO AOD 351 HD my2,http://137.175.36.206:8488/test163/123456/13592
ASTRO AOD 352 HD my2,http://137.175.36.206:8488/test163/123456/13591
ASTRO AOD 353 HD my2,http://137.175.36.206:8488/test163/123456/13590
ASTRO AOD 354 HD my2,http://137.175.36.206:8488/test163/123456/13589
ASTRO AOD 355 HD my2,http://137.175.36.206:8488/test163/123456/13588
ASTRO Xiao Tai Yang HD my2,http://137.175.36.206:8488/test163/123456/13587
ASTRO Cricket my2,http://137.175.36.206:8488/test163/123456/13573
Comedy Central my2,http://137.175.36.206:8488/test163/123456/13572
ASTRO Vaanavil HD my2,http://137.175.36.206:8488/test163/123456/13571
ASTRO VINMEEN my2,http://137.175.36.206:8488/test163/123456/13570
Makkal TV my2,http://137.175.36.206:8488/test163/123456/13569
ASTRO Star Vijay HD my2,http://137.175.36.206:8488/test163/123456/13568
Sun TV HD MY my2,http://137.175.36.206:8488/test163/123456/13567
Sun Music my2,http://137.175.36.206:8488/test163/123456/13566
Sony SetMAX my2,http://137.175.36.206:8488/test163/123456/13565
Sony SAB my2,http://137.175.36.206:8488/test163/123456/13564
Zee Cinema my2,http://137.175.36.206:8488/test163/123456/13563
Zee TV HD my2,http://137.175.36.206:8488/test163/123456/13562
ASTRO Colors Tamil my2,http://137.175.36.206:8488/test163/123456/13561
Colors Cineplex  my2,http://137.175.36.206:8488/test163/123456/13560
Polimer news  my2,http://137.175.36.206:8488/test163/123456/13559
Raj TV my2,http://137.175.36.206:8488/test163/123456/13558
Jaya Max my2,http://137.175.36.206:8488/test163/123456/13557
Jaya TV my2,http://137.175.36.206:8488/test163/123456/13556
ASTRO Adithya  my2,http://137.175.36.206:8488/test163/123456/13555
Chutti TV my2,http://137.175.36.206:8488/test163/123456/13554
UTV movies my2,http://137.175.36.206:8488/test163/123456/13553
ASSP1(e) Astro Supersports Premier League 1  my2,http://137.175.36.206:8488/test163/123456/13552
ASSP2(e) Astro Supersports Premier League 2 my2,http://137.175.36.206:8488/test163/123456/13551
ASSP3(g)Astro Supersports Premier League 3 my2,http://137.175.36.206:8488/test163/123456/13550
ASSP4(e)Astro Supersports Premier 4 my2,http://137.175.36.206:8488/test163/123456/13549
ASSP5(a)Astro SuperSports 5 HD SPORTS my,http://137.175.36.206:8488/test163/123456/13684
ARENA(c)ASTRO my2,http://137.175.36.206:8488/test163/123456/13548
ASTRO Ria(a) TL,http://137.175.36.206:8488/test163/123456/13415
ASTRO Ria(b) TL,http://137.175.36.206:8488/test163/123456/13414
ASTRO RIA(c) TL,http://137.175.36.206:8488/test163/123456/13413
ASTRO Prima (a)  TL,http://137.175.36.206:8488/test163/123456/13411
Astro prima(B) TL,http://137.175.36.206:8488/test163/123456/13410
Astro prima(C) TL,http://137.175.36.206:8488/test163/123456/13409
WARNA(b) TL,http://137.175.36.206:8488/test163/123456/13407
ASTRO Warna(c) TL,http://137.175.36.206:8488/test163/123456/13406
Warna(d) TL,http://137.175.36.206:8488/test163/123456/13405
Warna(e) TL,http://137.175.36.206:8488/test163/123456/13404
Warna(f) TL,http://137.175.36.206:8488/test163/123456/13403
ASTRO Oasis (a) TL,http://137.175.36.206:8488/test163/123456/13402
ASTRO Ceria HD Reparing TL,http://137.175.36.206:8488/test163/123456/13401
ASTRO Rania HD TL,http://137.175.36.206:8488/test163/123456/13400
TA-DAA(a) TL,http://137.175.36.206:8488/test163/123456/13398
AWESOME(b) TL,http://137.175.36.206:8488/test163/123456/13397
Awesome TV TL,http://137.175.36.206:8488/test163/123456/13396
[SG] OKEY TL,http://137.175.36.206:8488/test163/123456/13395
TV-AlHijrah TL,http://137.175.36.206:8488/test163/123456/13394
Aljazeera TL,http://137.175.36.206:8488/test163/123456/13393
ASTRO Awani HD TL,http://137.175.36.206:8488/test163/123456/13392
Bernama News TL,http://137.175.36.206:8488/test163/123456/13391
BOO TL,http://137.175.36.206:8488/test163/123456/13390
ASTRO Citra (B) TL,http://137.175.36.206:8488/test163/123456/13389
ASTRO Aura HD Malaysia TL,http://137.175.36.206:8488/test163/123456/13388
MY: ASTRO GO Shop Gaaya TL,http://137.175.36.206:8488/test163/123456/13387
My-Astro Box Office Movies TL,http://137.175.36.206:8488/test163/123456/13386
MY-Astro Go Shop China TL,http://137.175.36.206:8488/test163/123456/13385
ASTRO Hello ZEE,http://137.175.36.206:8488/test163/123456/13384
ASTRO Tutor TV PT3 TL,http://137.175.36.206:8488/test163/123456/13383
ASTRO Tutor TV UPSR TL,http://137.175.36.206:8488/test163/123456/13382
ASTRO Tutor TV SPM TL,http://137.175.36.206:8488/test163/123456/13381
tvN Movies TL,http://137.175.36.206:8488/test163/123456/13380
tvN HD TL,http://137.175.36.206:8488/test163/123456/13379
KBS World HD TL,http://137.175.36.206:8488/test163/123456/13378
One HD  TL,http://137.175.36.206:8488/test163/123456/13377
ASTRO Quan Jia HD TL,http://137.175.36.206:8488/test163/123456/13376
ASTRO iQIYI HD TL,http://137.175.36.206:8488/test163/123456/13374
ASTRO Hua Hee Dai HD TL,http://137.175.36.206:8488/test163/123456/13373
ASTRO Shuang Xing HD双星  TL,http://137.175.36.206:8488/test163/123456/13372
双星 Shuang Xing(b)Astro TL,http://137.175.36.206:8488/test163/123456/13371
ASTRO AOD 351 HD TL,http://137.175.36.206:8488/test163/123456/13370
ASTRO AOD 352 HD TL,http://137.175.36.206:8488/test163/123456/13369
ASTRO AOD 353 HD TL,http://137.175.36.206:8488/test163/123456/13368
ASTRO AOD 354 HD TL,http://137.175.36.206:8488/test163/123456/13367
ASTRO AOD 355 HD TL,http://137.175.36.206:8488/test163/123456/13366
ASTRO Xiao Tai Yang HD TL,http://137.175.36.206:8488/test163/123456/13365
ASTRO Cricket TL,http://137.175.36.206:8488/test163/123456/13350
Comedy Central TL,http://137.175.36.206:8488/test163/123456/13349
ASTRO Vaanavil HD TL,http://137.175.36.206:8488/test163/123456/13348
ASTRO VINMEEN TL,http://137.175.36.206:8488/test163/123456/13347
Makkal TV TL,http://137.175.36.206:8488/test163/123456/13346
ASTRO Star Vijay HD TL,http://137.175.36.206:8488/test163/123456/13345
Sun TV HD MY TL,http://137.175.36.206:8488/test163/123456/13344
Sun Music TL,http://137.175.36.206:8488/test163/123456/13343
Sony SetMAX TL,http://137.175.36.206:8488/test163/123456/13342
Sony SAB TL,http://137.175.36.206:8488/test163/123456/13341
Zee Cinema TL,http://137.175.36.206:8488/test163/123456/13340
Zee TV HD TL,http://137.175.36.206:8488/test163/123456/13339
ASTRO Colors Tamil TL,http://137.175.36.206:8488/test163/123456/13338
Colors Cineplex  TL,http://137.175.36.206:8488/test163/123456/13337
Polimer news  TL,http://137.175.36.206:8488/test163/123456/13336
Raj TV TL,http://137.175.36.206:8488/test163/123456/13335
Jaya Max TL,http://137.175.36.206:8488/test163/123456/13334
Jaya TV TL,http://137.175.36.206:8488/test163/123456/13333
ASTRO Adithya  TL,http://137.175.36.206:8488/test163/123456/13332
Chutti TV TL,http://137.175.36.206:8488/test163/123456/13331
UTV movies TL,http://137.175.36.206:8488/test163/123456/13330
ASSP1(e) Astro Supersports Premier League 1  TL,http://137.175.36.206:8488/test163/123456/13329
ASSP2(e) Astro Supersports Premier League 2 TL,http://137.175.36.206:8488/test163/123456/13328
ASSP3(g)Astro Supersports Premier League 3 TL,http://137.175.36.206:8488/test163/123456/13327
ASSP4(e)Astro Supersports Premier 4 TL,http://137.175.36.206:8488/test163/123456/13326
ASTRO 25,http://137.175.36.206:8488/test163/123456/736
ASTRO Ria(a),http://137.175.36.206:8488/test163/123456/735
ASTRO Ria(b),http://137.175.36.206:8488/test163/123456/4354
Ria(d)ASTRO,http://137.175.36.206:8488/test163/123456/10838
ASTRO RIA(c),http://137.175.36.206:8488/test163/123456/4353
ASTRO Prima (A),http://137.175.36.206:8488/test163/123456/734
Astro prima(B),http://137.175.36.206:8488/test163/123456/5959
Astro prima(C),http://137.175.36.206:8488/test163/123456/5958
WARNA(a),http://137.175.36.206:8488/test163/123456/5075
WARNA(b),http://137.175.36.206:8488/test163/123456/5074
ASTRO Warna(c),http://137.175.36.206:8488/test163/123456/733
Warna(d),http://137.175.36.206:8488/test163/123456/212
Warna(e),http://137.175.36.206:8488/test163/123456/9169
Warna(f),http://137.175.36.206:8488/test163/123456/4313
ASTRO Oasis (a),http://137.175.36.206:8488/test163/123456/732
ASTRO Oasis(b),http://137.175.36.206:8488/test163/123456/11291
ASTRO Ceria HD Reparing,http://137.175.36.206:8488/test163/123456/730
ASTRO Rania HD,http://137.175.36.206:8488/test163/123456/728
TVS,http://137.175.36.206:8488/test163/123456/745
TA-DAA(a),http://137.175.36.206:8488/test163/123456/744
TA-DAA(b) astro,http://137.175.36.206:8488/test163/123456/11322
Awesome TV,http://137.175.36.206:8488/test163/123456/743
AWESOME(b),http://137.175.36.206:8488/test163/123456/10353
[SG] OKEY,http://137.175.36.206:8488/test163/123456/727
TV-AlHijrah,http://137.175.36.206:8488/test163/123456/726
Aljazeera,http://137.175.36.206:8488/test163/123456/725
ASTRO Awani (b),http://137.175.36.206:8488/test163/123456/14319
ASTRO Awani HD,http://137.175.36.206:8488/test163/123456/724
Bernama News,http://137.175.36.206:8488/test163/123456/723
BOO,http://137.175.36.206:8488/test163/123456/722
ASTRO Citra (B),http://137.175.36.206:8488/test163/123456/6608
ASTRO Citra(A),http://137.175.36.206:8488/test163/123456/721
Maah tv,http://137.175.36.206:8488/test163/123456/720
ASTRO Aura HD Malaysia,http://137.175.36.206:8488/test163/123456/3949
MY: ASTRO GO Shop Gaaya,http://137.175.36.206:8488/test163/123456/3749
MY: ASTRO GO Shop Rumma,http://137.175.36.206:8488/test163/123456/3748
My-Astro Box Office Movies,http://137.175.36.206:8488/test163/123456/1825
MY-Astro Go Shop China,http://137.175.36.206:8488/test163/123456/1823
ASTRO Hello,http://137.175.36.206:8488/test163/123456/719
ASTRO Tutor TV PT3,http://137.175.36.206:8488/test163/123456/718
ASTRO Tutor TV UPSR,http://137.175.36.206:8488/test163/123456/717
ASTRO Tutor TV SPM,http://137.175.36.206:8488/test163/123456/716
tvN Movies,http://137.175.36.206:8488/test163/123456/715
tvN HD,http://137.175.36.206:8488/test163/123456/714
KBS World HD,http://137.175.36.206:8488/test163/123456/713
One HD,http://137.175.36.206:8488/test163/123456/711
ASTRO Quan Jia HD,http://137.175.36.206:8488/test163/123456/710
AEC ASTRO(a),http://137.175.36.206:8488/test163/123456/4341
AEC(b)ASTRO,http://137.175.36.206:8488/test163/123456/709
ASTRO iQIYI HD,http://137.175.36.206:8488/test163/123456/708
ASTRO Hua Hee Dai HD,http://137.175.36.206:8488/test163/123456/707
ASTRO Shuang Xing HD双星,http://137.175.36.206:8488/test163/123456/706
双星 Shuang Xing(b)Astro,http://137.175.36.206:8488/test163/123456/10782
ASTRO AOD 351 HD,http://137.175.36.206:8488/test163/123456/705
ASTRO AOD 352 HD,http://137.175.36.206:8488/test163/123456/704
ASTRO AOD 353 HD,http://137.175.36.206:8488/test163/123456/703
ASTRO AOD 354 HD,http://137.175.36.206:8488/test163/123456/702
ASTRO AOD 355 HD,http://137.175.36.206:8488/test163/123456/701
ASTRO Xiao Tai Yang HD,http://137.175.36.206:8488/test163/123456/700
TVB Classic,http://137.175.36.206:8488/test163/123456/699
TVB Jade HD,http://137.175.36.206:8488/test163/123456/698
TVB E-News,http://137.175.36.206:8488/test163/123456/697
TVB Xing He HD,http://137.175.36.206:8488/test163/123456/696
TVBS Asia HD,http://137.175.36.206:8488/test163/123456/695
CTI Asia 中天亚洲,http://137.175.36.206:8488/test163/123456/694
CCM,http://137.175.36.206:8488/test163/123456/693
Celestial Movies,http://137.175.36.206:8488/test163/123456/692
Star Chinese Channel HD衛視中文,http://137.175.36.206:8488/test163/123456/690
Kix HD ind,http://137.175.36.206:8488/test163/123456/689
ASTRO Arena(a),http://137.175.36.206:8488/test163/123456/688
Rugby Pass TV,http://137.175.36.206:8488/test163/123456/687
Aniplus HD,http://137.175.36.206:8488/test163/123456/686
BollyOne HD,http://137.175.36.206:8488/test163/123456/685
ASTRO Cricket,http://137.175.36.206:8488/test163/123456/684
Comedy Central,http://137.175.36.206:8488/test163/123456/683
ELTA綜合,http://137.175.36.206:8488/test163/123456/679
THANGATHIRAI,http://137.175.36.206:8488/test163/123456/678
ASTRO Vaanavil HD,http://137.175.36.206:8488/test163/123456/676
ASTRO VINMEEN,http://137.175.36.206:8488/test163/123456/675
Makkal TV,http://137.175.36.206:8488/test163/123456/674
ASTRO Star Vijay HD,http://137.175.36.206:8488/test163/123456/673
Sun TV HD MY,http://137.175.36.206:8488/test163/123456/672
Sun Music,http://137.175.36.206:8488/test163/123456/671
Sony SetMAX,http://137.175.36.206:8488/test163/123456/670
Sony SAB,http://137.175.36.206:8488/test163/123456/669
Zee Cinema,http://137.175.36.206:8488/test163/123456/668
Zee TV HD,http://137.175.36.206:8488/test163/123456/667
Colors HD,http://137.175.36.206:8488/test163/123456/666
ASTRO Colors Tamil,http://137.175.36.206:8488/test163/123456/665
Colors Cineplex,http://137.175.36.206:8488/test163/123456/664
Polimer news,http://137.175.36.206:8488/test163/123456/663
Raj TV,http://137.175.36.206:8488/test163/123456/662
Jaya Max,http://137.175.36.206:8488/test163/123456/661
Jaya TV,http://137.175.36.206:8488/test163/123456/660
ASTRO Adithya,http://137.175.36.206:8488/test163/123456/659
Chutti TV,http://137.175.36.206:8488/test163/123456/658
UTV movies,http://137.175.36.206:8488/test163/123456/657
ASSP1(e) Astro Supersports Premier League 1,http://137.175.36.206:8488/test163/123456/11243
ASSP2(e) Astro Supersports Premier League 2,http://137.175.36.206:8488/test163/123456/11242
ASSP3(g)Astro Supersports Premier League 3,http://137.175.36.206:8488/test163/123456/11241
ASSP4(e)Astro Supersports Premier 4,http://137.175.36.206:8488/test163/123456/11240
ASSP5(a)Astro SuperSports 5 HD SPORTS TL,http://137.175.36.206:8488/test163/123456/13683

😇GG频道,#genre#
TVBS新闻台,https://pull-l3-cny.douyincdn.com/live/e6b6ef594c30eb3f3de0fa4ba0ce86e6.m3u8
TVBS亚洲台,https://pull-l3-cny.douyincdn.com/live/9f6ea8b662a55d5fa562ebaeb2880bfc.m3u8
莲花电影台,https://pull-l3-cny.douyincdn.com/live/f3caad21816e3bfe2210a692387ab040.m3u8
有线新闻台,https://pull-l3-cny.douyincdn.com/live/3ce3ba86a40b1b2055eeda4f8cf6517e.m3u8
中天娱乐台,https://pull-l3-cny.douyincdn.com/live/37e4951f0608d79a74ebed4ab2da462a.m3u8
中天综合台,https://pull-l3-cny.douyincdn.com/live/5f26752efeee9e0c53cf6b530640ce60.m3u8
中天新闻台,https://pull-l3-cny.douyincdn.com/live/7898d38d54c60879ba96a1fa42edbd53.m3u8
AXN,https://pull-l3-cny.douyincdn.com/live/304b8e04a437299311112b7f4902c9dd.m3u8
CINEMAX,https://pull-l3-cny.douyincdn.com/live/af25e1a3f0fff1e8ea22c55a0c9352f0.m3u8
寰宇新闻台,https://pull-l3-cny.douyincdn.com/live/a9e3982a798d13ba350075af6cff4119.m3u8
纬来戏剧台,https://pull-l3-cny.douyincdn.com/live/cf93b19e055f2800058541033c0c4355.m3u8
龙祥电影台,https://pull-l3-cny.douyincdn.com/live/c32278dece9f79334a2a878aaa730e95.m3u8
天映电影台,https://pull-l3-cny.douyincdn.com/live/4480903e93e7bf6ddde637e903c423a0.m3u8
东森洋片台,https://pull-l3-cny.douyincdn.com/live/ed503be0a61dc988e0a7d9e1f57a1885.m3u8
东森电影台,https://pull-l3-cny.douyincdn.com/live/3d50d525417f450fdbc3fbbf5ac32960.m3u8
好莱坞电影,https://pull-l3-cny.douyincdn.com/live/06027cd7cadf310982fe67221578515b.m3u8
TW美亚电影,https://pull-l3-cny.douyincdn.com/live/b16e0049bdda5f54e62d3c9b694d81ff.m3u8
Boo驚悚台,https://pull-l3-cny.douyincdn.com/live/6ea2b038f2ce633a65f0450895f6679e.m3u8
Asia N,https://pull-l3-cny.douyincdn.com/live/2ce10c5078ec753f8f50f4c3897e8f76.m3u8
凤凰中文,http://play-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰资讯,http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
八度空间,http://51.79.82.208:16005
足球频道,https://nmglive.imfc.cn/5n1r1c/182396.m3u8
凤凰中文,http://play-live.ifeng.com/live/06OLEGEGM4G.m3u8 
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8 
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_tv1.m3u8 
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G_tv2.m3u8 
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8 
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G_tv1.m3u8 
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G_tv2.m3u8 
凤凰中文,https://playtv-live.ifeng.com/live/06OLEGEGM4G_tv1.m3u8 
凤凰中文,https://playtv-live.ifeng.com/live/06OLEGEGM4G_tv2.m3u8 
凤凰资讯,http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8 
凤凰资讯,http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8 
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8 
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8 
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8 
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8 
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4_tv1.m3u8 
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4_tv2.m3u8 
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8 
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8 
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8
翡翠台,http://baidu.douyincdn.freetvtv.com/tvbjade/m2.m3u8?blog.ntnas.top
J2,http://baidu.douyincdn.freetvtv.com/j2/index.m3u8?blog.ntnas.top
纬来日本,http://baidu.douyincdn.freetvtv.com/wlrb/m2.m3u8?blog.ntnas.top
ViuTV,http://baidu.douyincdn.freetvtv.com/vius/m2.m3u8?blog.ntnas.top
香港开电视,http://media.fantv.hk/m3u8/archive/channel2_stream1.m3u8?blog.ntnas.top
HBOHits,http://baidu.douyincdn.freetvtv.com/hbohits/index.m3u8?blog.ntnas.top
CNN,https://cnn-cnninternational-1-eu.rakuten.wurl.tv/206849c7acd1570962df1ad525fa8688.m3u8?blog.ntnas.top
NBC news,https://dai2.xumo.com/xumocdn/p=redbox&deviceid=&is_lat=&subp=RedboxdesktopWebLinux/amagi_hls_data_xumo1212A-xumo-nbcnewsnow/CDN/1920x1080_5055600/index.m3u8?blog.ntnas.top
东森洋片,https://epg.pm/stream/50ff5f867d8b46ec18e9cbfc731b3e3c6eef656a3872ec7b9a8c2aa0f59533d3.m3u8
东森洋片,https://epg.pm/stream/65edfbea888ee7fd0656d4806e7a3436bba73ebda4e80aa20635fc6c663885a2.m3u8
东森洋片,https://epg.pm/stream/4bc91ab1742f3818037e2ab6e6a036f8ff88d9505d7c1ff67f74d9d3f07e454f.m3u8
东森电影,https://epg.pm/stream/72d08aabd0de7d89e45b983cff9ab7a77f918894050d6f599ec8ebf4680caf56.m3u8
东森新闻,https://epg.pm/stream/3dc3d3023da9f9039fafba12b35f576c5168e47079711af0dbdb9c706d180f46.ctv
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8 
TVBS新闻,http://38.64.72.148:80/hls/modn/list/4006/chunklist1.m3u8 
长城精品,http://38.64.72.148:80/hls/modn/list/4008/chunklist1.m3u8 
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8 
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist1.m3u8 
TVBS新闻,http://38.64.72.148:80/hls/modn/list/4006/chunklist0.m3u8 
TVBS亚洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8 
长城精品,http://38.64.72.148:80/hls/modn/list/4008/chunklist0.m3u8 
民视新闻,http://38.64.72.148:80/hls/modn/list/4012/chunklist0.m3u8 
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8 
IPTV高清院线,http://119.39.128.18:88/hls/34/index.m3u8
IPTV抗战剧场,http://119.39.128.18:88/hls/35/index.m3u8
IPTV古装剧场,http://119.39.128.18:88/hls/36/index.m3u8
IPTV经典剧场,http://119.39.128.18:88/hls/37/index.m3u8
J2,http://120.84.96.196:808/hls/86/index.m3u8 
J2,http://120.84.96.221:808/hls/86/index.m3u8 
J2,http://120.84.96.222:808/hls/86/index.m3u8 
八度空间,http://51.79.82.208:16005
凤凰资讯,http://play-live.ifeng.com/live/06OLEEWQKN4.m3u8 
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8 
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8 
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8 
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8 
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4_tv1.m3u8 
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4_tv2.m3u8 
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8 
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8 
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv2.m3u8 
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
日语新闻台,https://n24-cdn-live.ntv.co.jp/ch01/index.m3u8
东森电影台,http://120.84.96.55:808/hls/32/index.m3u8
美国中文台,https://jpts.sinovision.net/livestream.m3u8
新加坡中文台,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
新加坡中文台,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8?zshijd
新加坡亚太台,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
FOX新闻台,http://fox-foxnewsnow-samsungus.amagi.tv/playlist.m3u8
J2,http://120.84.96.161:808/hls/86/index.m3u8 
J2,https://p2.weizan.cn/1646497941/269664979080385265/live.m3u8
J2,http://120.132.122.244:59845/hls/81/index.m3u8
无线财经•资讯台,http://120.84.96.74:808/hls/86/index.m3u8 
无线财经•资讯台,http://120.132.122.244:59845/hls/82/index.m3u8
耀才财经新闻,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8?wowzasessionid=64000?zgangd
香港面包台,https://video.bread-tv.com:8091/hls-live24/online/index.m3u8

📺央视,#genre#
CCTV1综合,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/cctv1hd8m/8000000/mnf.m3u8
CCTV2财经,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/cctv2hd8m/8000000/mnf.m3u8
CCTV3综艺,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/cctv38m/8000000/mnf.m3u8
CCTV4中文国际,http://223.109.123.15/liveplay-kk.rtxapp.com/live/program/live/cctv4hd8m/8000000/mnf.m3u8
